climate,policy,metric,country,delta_median,delta_lo,delta_hi,cost_median,per_dollar_median,per_dollar_lo,per_dollar_hi,share_finite
baseline,transfer,switch_share,Ethiopia,0.0551731251180172,0.054546453058719635,0.056061383336782455,1.9856468439102173,0.027785970746624818,0.027470369782022528,0.028233310222669845,1.0
baseline,transfer,switch_share,Malawi,0.020547371357679367,0.018900716677308083,0.022219635546207428,1.9123499393463135,0.010744566637580433,0.009883503164577083,0.011619021753833728,1.0
baseline,transfer,switch_share,Mali,0.05179264768958092,0.05016741901636124,0.05310775339603424,12.995691299438477,0.003985370727590212,0.003860311687961447,0.004086566245100709,1.0
baseline,transfer,switch_share,Nigeria,0.08443824201822281,0.08314086496829987,0.08590377867221832,10.273679733276367,0.008218889843794527,0.008092608211156054,0.00836153947781501,1.0
baseline,transfer,switch_share,Tanzania,0.05305510573089123,0.05143554508686066,0.05467507988214493,2.602651596069336,0.020385020342721973,0.019762747024819373,0.021007452539832133,1.0
baseline,transfer,switch_share,Uganda,0.049803802743554115,0.04915042221546173,0.0504952073097229,2.545980930328369,0.019561734398823895,0.01930510226136004,0.01983330146279228,1.0
baseline,transfer,cv_log,Ethiopia,0.16613278537988663,0.1443352997303009,0.18201826512813568,1.9856468439102173,0.0836668342557487,0.07268931037407936,0.09166698785656055,1.0
baseline,transfer,cv_log,Mali,0.38496945798397064,0.3656074106693268,0.4101428985595703,12.995691299438477,0.02962285338376763,0.02813297132451308,0.03155991390602606,1.0
baseline,transfer,cv_log,Nigeria,0.3013651818037033,0.29017066955566406,0.3126390278339386,10.273679733276367,0.02933371388126728,0.028244083628167185,0.030431066175958674,1.0
baseline,transfer,cv_log,Tanzania,-21.890724182128906,-81.3343276977539,-3.1025290489196777,2.602651596069336,-8.410931457437274,-31.25056301065781,-1.192064682651064,1.0
baseline,transfer,cv_log,Uganda,0.51304492354393,0.49276649951934814,0.5329853296279907,2.545980930328369,0.20151169140051645,0.19354681476573093,0.2093438027280309,1.0
baseline,transfer,cv_pct,Ethiopia,0.1807298779464458,0.15527140578173526,0.19963610518693864,1.9856468439102173,0.09101813774223069,0.07819688896740995,0.10053958275571653,1.0
baseline,transfer,cv_pct,Mali,0.4695694373032926,0.432401462330984,0.49784557125530116,12.995691299438477,0.036132701715035506,0.03327267879544564,0.038308510088787065,1.0
baseline,transfer,cv_pct,Nigeria,0.3517028788037381,0.3366555949759329,0.36702798290234173,10.273679733276367,0.034233389392563526,0.03276874534890435,0.03572507538010369,1.0
baseline,transfer,cv_pct,Tanzania,-0.9999999996888432,-1.0,-0.9760661031147422,2.602651596069336,-0.38422353618098437,-0.3842235363005381,-0.37502756980183194,1.0
baseline,transfer,cv_pct,Uganda,0.6703696073142753,0.6368382742396761,0.704011759720935,2.545980930328369,0.26330503867042476,0.25013473850235773,0.2765188660034994,1.0
baseline,transfer,ce_rho2.5,Ethiopia,2.3808326721191406,2.364900588989258,2.399463653564453,1.9856468439102173,1.1990212053170075,1.1909975815901876,1.2084040326321728,1.0
baseline,transfer,ce_rho2.5,Malawi,2.3853797912597656,2.372692108154297,2.396697998046875,1.9123499393463135,1.2473552785402577,1.240720675299281,1.2532737595432577,1.0
baseline,transfer,ce_rho2.5,Mali,12.881752014160156,12.724411010742188,13.06903076171875,12.995691299438477,0.9912325337180605,0.9791253668276954,1.0056433675277776,1.0
baseline,transfer,ce_rho2.5,Nigeria,12.814231872558594,12.786712646484375,12.846412658691406,10.273679733276367,1.2472874573901112,1.244608843029077,1.2504198098644226,1.0
baseline,transfer,ce_rho2.5,Tanzania,3.4140195846557617,3.399738311767578,3.439027786254883,2.602651596069336,1.3117466778157312,1.3062594766437603,1.3213554174706623,1.0
baseline,transfer,ce_rho2.5,Uganda,3.3129405975341797,3.3105592727661133,3.3152294158935547,2.545980930328369,1.3012432882232514,1.3003079611987245,1.302142280958079,1.0
baseline,contraction,exp_income,Ethiopia,-8.318819046020508,-8.354564666748047,-8.272266387939453,0.0,,,,1.0
baseline,contraction,exp_income,Malawi,-7.493541717529297,-7.510662078857422,-7.476463317871094,0.0,,,,1.0
baseline,contraction,exp_income,Mali,-11.455558776855469,-11.7705078125,-11.100860595703125,0.0,,,,1.0
baseline,contraction,exp_income,Nigeria,-26.698890686035156,-26.813949584960938,-26.59429931640625,0.0,,,,1.0
baseline,contraction,exp_income,Tanzania,-13.854715347290039,-13.909626007080078,-13.793571472167969,0.0,,,,1.0
baseline,contraction,exp_income,Uganda,-8.559249877929688,-8.588603973388672,-8.516925811767578,0.0,,,,1.0
baseline,contraction,p_below_theta,Ethiopia,-0.04998213052749634,-0.050219446420669556,-0.04973907768726349,0.0,,,,1.0
baseline,contraction,p_below_theta,Malawi,-0.11026196926832199,-0.11049601435661316,-0.11004751920700073,0.0,,,,1.0
baseline,contraction,p_below_theta,Mali,-0.057253338396549225,-0.05757804214954376,-0.05699580907821655,0.0,,,,1.0
baseline,contraction,p_below_theta,Nigeria,-0.059696272015571594,-0.05985572934150696,-0.05957520008087158,0.0,,,,1.0
baseline,contraction,p_below_theta,Tanzania,-0.14660880342125893,-0.14679042249917984,-0.14642459899187088,0.0,,,,1.0
baseline,contraction,p_below_theta,Uganda,-0.0553760826587677,-0.05549418926239014,-0.055272072553634644,0.0,,,,1.0
baseline,contraction,switch_share,Ethiopia,0.07531179487705231,0.07377012073993683,0.07678936421871185,0.0,,,,1.0
baseline,contraction,switch_share,Malawi,0.030873051844537258,0.028123151510953903,0.033237822353839874,0.0,,,,1.0
baseline,contraction,switch_share,Mali,0.013379247859120369,0.011913466267287731,0.015438387170433998,0.0,,,,1.0
baseline,contraction,switch_share,Nigeria,0.0690670795738697,0.06639716029167175,0.07130330801010132,0.0,,,,1.0
baseline,contraction,switch_share,Tanzania,0.10896280407905579,0.10563098639249802,0.11286409944295883,0.0,,,,1.0
baseline,contraction,switch_share,Uganda,0.08598485216498375,0.08421596884727478,0.08800416439771652,0.0,,,,1.0
baseline,contraction,cv_log,Ethiopia,1.2959759831428528,1.1912845373153687,1.361314296722412,0.0,,,,1.0
baseline,contraction,cv_log,Mali,1.123831570148468,1.0482794046401978,1.2110595703125,0.0,,,,1.0
baseline,contraction,cv_log,Nigeria,0.7471918761730194,0.7119340896606445,0.7851143479347229,0.0,,,,1.0
baseline,contraction,cv_log,Tanzania,81.64122009277344,11.820582389831543,304.1130676269531,0.0,,,,1.0
baseline,contraction,cv_log,Uganda,1.19643634557724,1.1070339679718018,1.2746374607086182,0.0,,,,1.0
baseline,contraction,cv_pct,Ethiopia,2.6545616796560205,2.2913062989155533,2.901317422451533,0.0,,,,1.0
baseline,contraction,cv_pct,Mali,2.0766202483048355,1.8527384843488437,2.3570397884559116,0.0,,,,1.0
baseline,contraction,cv_pct,Nigeria,1.1110635599509953,1.0333514356032096,1.1877453320523932,0.0,,,,1.0
baseline,contraction,cv_pct,Tanzania,2.8597718187122755e+35,136022.42463251323,1.1874823002216767e+132,0.0,,,,1.0
baseline,contraction,cv_pct,Uganda,2.308306296405129,2.0184439616755987,2.569245132579153,0.0,,,,1.0
baseline,contraction,ce_rho2.5,Ethiopia,16.997743606567383,16.914621353149414,17.085023880004883,0.0,,,,1.0
baseline,contraction,ce_rho2.5,Malawi,13.28740119934082,13.217042922973633,13.345783233642578,0.0,,,,1.0
baseline,contraction,ce_rho2.5,Mali,49.02561950683594,48.55525207519531,49.51112365722656,0.0,,,,1.0
baseline,contraction,ce_rho2.5,Nigeria,48.864017486572266,48.78887939453125,48.961692810058594,0.0,,,,1.0
baseline,contraction,ce_rho2.5,Tanzania,19.689749717712402,19.57828140258789,19.81388282775879,0.0,,,,1.0
baseline,contraction,ce_rho2.5,Uganda,12.96985387802124,12.938706398010254,12.994359016418457,0.0,,,,1.0
baseline,safety_net,exp_income,Ethiopia,-3.701814651489258,-3.8218650817871094,-3.6045379638671875,1.9400118589401245,-1.9081402180250842,-1.9700215048556904,-1.8579979020522246,1.0
baseline,safety_net,exp_income,Malawi,0.34334754943847656,0.23902511596679688,0.43010711669921875,1.392106294631958,0.2466388886843228,0.1717003341544331,0.3089614050002766,1.0
baseline,safety_net,exp_income,Mali,-1.5967330932617188,-2.02569580078125,-1.14581298828125,8.808526039123535,-0.18127131442533564,-0.2299698941439254,-0.13007999104413848,1.0
baseline,safety_net,exp_income,Nigeria,-1.5686416625976562,-1.7375335693359375,-1.3054962158203125,8.409066200256348,-0.1865417188117554,-0.2066262207904808,-0.1552486548126491,1.0
baseline,safety_net,exp_income,Tanzania,-1.0618667602539062,-1.1893844604492188,-0.9198226928710938,1.578903317451477,-0.6725343778287043,-0.7532978411680176,-0.5825706252589223,1.0
baseline,safety_net,exp_income,Uganda,2.0289535522460938,2.0011749267578125,2.0555267333984375,3.647430658340454,0.5562692597339871,0.5486533163233124,0.5635547117799581,1.0
baseline,safety_net,p_below_theta,Ethiopia,-0.27631136775016785,-0.2768276631832123,-0.27572867274284363,1.9400118589401245,-0.14242766943761026,-0.14269379947731348,-0.14212731302244766,1.0
baseline,safety_net,p_below_theta,Malawi,-0.23876077681779861,-0.23928536474704742,-0.23822733759880066,1.392106294631958,-0.17151044984027003,-0.171887280209669,-0.17112726127122546,1.0
baseline,safety_net,p_below_theta,Mali,-0.19122261554002762,-0.19217707216739655,-0.19054429233074188,8.808526039123535,-0.021708809702179713,-0.02181716569989484,-0.021631802129485605,1.0
baseline,safety_net,p_below_theta,Nigeria,-0.24246574193239212,-0.24284635484218597,-0.24215909838676453,8.409066200256348,-0.028833848629352045,-0.028879110838107434,-0.028797382803263268,1.0
baseline,safety_net,p_below_theta,Tanzania,-0.2250775322318077,-0.22556263208389282,-0.2246178388595581,1.578903317451477,-0.14255308082771495,-0.14286031930566567,-0.14226193356925484,1.0
baseline,safety_net,p_below_theta,Uganda,-0.3495013564825058,-0.3496533930301666,-0.3493214547634125,3.647430658340454,-0.09582124767288258,-0.09586293086357275,-0.09577192481086134,1.0
baseline,safety_net,switch_share,Ethiopia,0.13435787707567215,0.13296853005886078,0.13666754961013794,1.9400118589401245,0.06925621431462543,0.06854006043628244,0.0704467598898095,1.0
baseline,safety_net,switch_share,Malawi,0.06454350054264069,0.05962257832288742,0.06939840316772461,1.392106294631958,0.046363916887326884,0.04282904154143654,0.04985136798485062,1.0
baseline,safety_net,switch_share,Mali,0.14848514646291733,0.14390262961387634,0.15198099613189697,8.808526039123535,0.01685697990826305,0.01633674339778587,0.01725385103669619,1.0
baseline,safety_net,switch_share,Nigeria,0.16460859030485153,0.16190728545188904,0.16702456772327423,8.409066200256348,0.019575133122371365,0.019253895925679994,0.019862439389308477,1.0
baseline,safety_net,switch_share,Tanzania,0.11012361943721771,0.10629186034202576,0.11404401063919067,1.578903317451477,0.06974690484213392,0.06732005637532795,0.07222988854268177,1.0
baseline,safety_net,switch_share,Uganda,0.08584536612033844,0.0848945826292038,0.0871521458029747,3.647430658340454,0.02353584595886389,0.023275173836431483,0.023894119989282564,1.0
baseline,safety_net,cv_log,Ethiopia,1.543948471546173,1.453460931777954,1.6094764471054077,1.9400118589401245,0.7958448627162875,0.7492020861006566,0.8296219632310411,1.0
baseline,safety_net,cv_log,Mali,1.0443276762962341,0.9852451682090759,1.1129193305969238,8.808526039123535,0.11855873180800028,0.11185130904229122,0.12634569343995053,1.0
baseline,safety_net,cv_log,Nigeria,0.922577828168869,0.8909236788749695,0.9507249593734741,8.409066200256348,0.10971228031725383,0.10594799204313672,0.11305951656611903,1.0
baseline,safety_net,cv_log,Tanzania,21.902385711669922,3.22310733795166,81.46710968017578,1.578903317451477,13.871897962075836,2.041358265782929,51.597275640456964,1.0
baseline,safety_net,cv_log,Uganda,1.5562567710876465,1.4858334064483643,1.609595775604248,3.647430658340454,0.4266720650409097,0.4073644013082909,0.44129578499967936,1.0
baseline,safety_net,cv_pct,Ethiopia,3.6830495312064873,3.2610879790958434,3.9828052340636466,1.9400118589401245,1.8984675347390023,1.680962909617189,2.052979839123019,1.0
baseline,safety_net,cv_pct,Mali,1.8414874822497616,1.678468479249796,2.043229632476487,8.808526039123535,0.20905739213015861,0.19055043622449308,0.23196044643580258,1.0
baseline,safety_net,cv_pct,Nigeria,1.515767541255845,1.4373799682316992,1.5875848734153402,8.409066200256348,0.18025396698739715,0.1709321741560176,0.1887944315823014,1.0
baseline,safety_net,cv_pct,Tanzania,3251511204.977339,24.106011964408836,2.4027920741137163e+35,1.578903317451477,2059347883.4572556,15.267566859836979,1.52181077052399e+35,1.0
baseline,safety_net,cv_pct,Uganda,3.741041186162069,3.4120086329978916,3.9933306702336795,3.647430658340454,1.0256647861440653,0.9354553801306048,1.0948338828874697,1.0
baseline,safety_net,ce_rho2.5,Ethiopia,3.6276731491088867,3.5990161895751953,3.664663314819336,1.9400118589401245,1.869923182372077,1.8551516440427458,1.8889901615454199,1.0
baseline,safety_net,ce_rho2.5,Malawi,4.051076889038086,4.040731430053711,4.062536239624023,1.392106294631958,2.9100341724330043,2.9026026573078534,2.9182658359418365,1.0
baseline,safety_net,ce_rho2.5,Mali,11.873619079589844,11.632125854492188,12.176528930664062,8.808526039123535,1.34796889137326,1.32055304177197,1.3823571476750325,1.0
baseline,safety_net,ce_rho2.5,Nigeria,18.259719848632812,18.196197509765625,18.298545837402344,8.409066200256348,2.171432524585925,2.1638784945242695,2.1760496827631726,1.0
baseline,safety_net,ce_rho2.5,Tanzania,5.831056594848633,5.806207656860352,5.871622085571289,1.578903317451477,3.6931055438281026,3.677367444025773,3.7187977380709607,1.0
baseline,safety_net,ce_rho2.5,Uganda,6.275791168212891,6.269465446472168,6.28272819519043,3.647430658340454,1.7206060254667914,1.718871730196158,1.722507919601962,1.0
baseline,insurance,exp_income,Ethiopia,-3.5385818481445312,-3.600128173828125,-3.448314666748047,0.27160167694091797,-13.028571428571428,-13.25517653048684,-12.69622008813357,1.0
baseline,insurance,exp_income,Malawi,-0.9390392303466797,-1.0080528259277344,-0.8801612854003906,0.19489488005638123,-4.818183166612815,-5.172289932070634,-4.516082131792115,1.0
baseline,insurance,exp_income,Mali,-7.3227081298828125,-7.6560516357421875,-7.032440185546875,1.2331937551498413,-5.938002928820422,-6.208312038372207,-5.702623903323599,1.0
baseline,insurance,exp_income,Nigeria,-7.683563232421875,-7.81298828125,-7.508270263671875,1.1772692203521729,-6.526598249229165,-6.63653491162607,-6.377700303271177,1.0
baseline,insurance,exp_income,Tanzania,-2.0012054443359375,-2.0980682373046875,-1.9011917114257812,0.22104644775390625,-9.053325509957547,-9.491526593725192,-8.600869775308045,1.0
baseline,insurance,exp_income,Uganda,-1.2121467590332031,-1.227569580078125,-1.2003250122070312,0.5106402635574341,-2.3737782653264423,-2.4039811736076597,-2.350627433576877,1.0
baseline,insurance,p_below_theta,Ethiopia,-0.09694499522447586,-0.0976586788892746,-0.09636726975440979,0.27160167694091797,-0.356938132033568,-0.3595658170789515,-0.3548110263522885,1.0
baseline,insurance,p_below_theta,Malawi,-0.17700530961155891,-0.17735661566257477,-0.17659186199307442,0.19489488005638123,-0.9082091307906752,-0.910011671990907,-0.9060877430027309,1.0
baseline,insurance,p_below_theta,Mali,-0.17013954650610685,-0.17110397294163704,-0.16950996778905392,1.2331937551498413,-0.13796659754041146,-0.13874865342700893,-0.13745607053326128,1.0
baseline,insurance,p_below_theta,Nigeria,-0.15838264673948288,-0.1588541865348816,-0.1580786034464836,1.1772692203521729,-0.13453392308354387,-0.1349344600102272,-0.13427566160202115,1.0
baseline,insurance,p_below_theta,Tanzania,-0.20417783316224813,-0.20462719164788723,-0.20375585183501244,0.22104644775390625,-0.9236874658558722,-0.9257203349211982,-0.921778449305172,1.0
baseline,insurance,p_below_theta,Uganda,-0.017477810382843018,-0.01766142249107361,-0.01728886365890503,0.5106402635574341,-0.03422724690975569,-0.034586819237545585,-0.033857227666420533,1.0
