climate,policy,country,crop,delta_share_median,delta_lo,delta_hi,base_share_median
baseline,both,Nigeria,teff,0.0,0.0,0.0,0.0
baseline,both,Nigeria,other,-0.0014411676675081253,-0.0017992835491895676,-0.001058745663613081,0.05310905305668712
baseline,both,Nigeria,rice,-0.012467278633266687,-0.012995765544474125,-0.01197122409939766,0.04558158293366432
baseline,both,Nigeria,wheat_barley,1.89038401003927e-05,8.77316779224202e-06,2.9407121473923326e-05,0.00016407448129029945
baseline,both,Tanzania,maize,0.049782443791627884,0.04814642667770386,0.051611751317977905,0.29091310128569603
baseline,both,Tanzania,tree_crops,-0.012109239120036364,-0.012798475567251444,-0.011441408656537533,0.053043418331071734
baseline,both,Tanzania,tubers,-0.0015269609866663814,-0.002028333954513073,-0.0010727723129093647,0.10385755798779428
baseline,both,Tanzania,legumes,0.03286190202925354,0.031225974205881357,0.03451343602500856,0.09253345604520291
baseline,both,Tanzania,sorghum_millet,0.013450299855321646,0.012234196532517672,0.01494172029197216,0.025377202546223998
baseline,both,Tanzania,teff,0.0,0.0,0.0,0.0
baseline,both,Tanzania,other,-0.07363401027396321,-0.07588296756148338,-0.07068528886884451,0.37787464912980795
baseline,both,Tanzania,rice,-0.009073347318917513,-0.009924821555614471,-0.008356946520507336,0.055247485637664795
baseline,both,Tanzania,wheat_barley,0.00023213675012812018,0.00014773092698305845,0.0003179542254656553,0.0013386090286076069
baseline,both,Uganda,maize,0.004187440499663353,0.003962129354476929,0.004449710249900818,0.12411375343799591
baseline,both,Uganda,tree_crops,-0.06236406846437603,-0.06315683480352163,-0.06166101968847215,0.35854902560822666
baseline,both,Uganda,tubers,0.02665796788642183,0.026203632121905684,0.02712086890824139,0.18371026747627184
baseline,both,Uganda,legumes,0.025800346862524748,0.025296146399341524,0.026311970315873623,0.2239737471099943
baseline,both,Uganda,sorghum_millet,0.016515957657247782,0.016057470813393593,0.017078330740332603,0.04888562299311161
baseline,both,Uganda,teff,0.0,0.0,0.0,0.0
baseline,both,Uganda,other,-0.009950545383617282,-0.010236457455903292,-0.009634767891839147,0.052016420755535364
baseline,both,Uganda,rice,-0.0008917051600292325,-0.0009446768090128899,-0.0008157431147992611,0.008711627568118274
baseline,both,Uganda,wheat_barley,0.0,0.0,0.0,0.0
baseline,contraction,Ethiopia,maize,0.014688119292259216,0.014344394207000732,0.015048667788505554,0.1280706413090229
baseline,contraction,Ethiopia,tree_crops,-0.06940096337348223,-0.07055959664285183,-0.067957803606987,0.333287063986063
baseline,contraction,Ethiopia,tubers,-0.0022666669683530927,-0.0024197751190513372,-0.0020990530028939247,0.06516734918113798
baseline,contraction,Ethiopia,legumes,0.008986501954495907,0.008775608614087105,0.0092172771692276,0.08825611649081111
baseline,contraction,Ethiopia,sorghum_millet,0.0189060065895319,0.018270153552293777,0.019388895481824875,0.1144692674279213
baseline,contraction,Ethiopia,teff,0.0172886960208416,0.016886090859770775,0.017809389159083366,0.07900177966803312
baseline,contraction,Ethiopia,other,-0.00328558380715549,-0.003431609831750393,-0.0030865720473229885,0.09550956659950316
baseline,contraction,Ethiopia,rice,0.00018845099839381874,0.00016475142911076546,0.00020996754756197333,0.0023708831577096134
baseline,contraction,Ethiopia,wheat_barley,0.014829779975116253,0.0144135020673275,0.015327956527471542,0.09380923304706812
baseline,contraction,Malawi,maize,-0.018614977598190308,-0.02034011483192444,-0.017283186316490173,0.6459575667977333
baseline,contraction,Malawi,tree_crops,-0.0038337744772434235,-0.004245944321155548,-0.003393024206161499,0.07890075817704201
baseline,contraction,Malawi,tubers,-0.0006500896997749805,-0.0007307297782972455,-0.0005708445096388459,0.019391698064282537
baseline,contraction,Malawi,legumes,0.028266380541026592,0.025884835049510002,0.030547278001904488,0.17109413258731365
baseline,contraction,Malawi,sorghum_millet,0.002611509757116437,0.002226545475423336,0.002922148909419775,0.015398052288219333
baseline,contraction,Malawi,teff,0.0,0.0,0.0,0.0
baseline,contraction,Malawi,other,-0.007735901046544313,-0.00850795116275549,-0.007023211568593979,0.06759434193372726
baseline,contraction,Malawi,rice,-5.079375114291906e-06,-1.0089483112096786e-05,-1.0727671906352043e-06,0.0016708573675714433
baseline,contraction,Malawi,wheat_barley,0.0,0.0,0.0,0.0
baseline,contraction,Mali,maize,0.004490843042731285,0.00403725728392601,0.0050028786063194275,0.15205582976341248
baseline,contraction,Mali,tree_crops,0.0023695388808846474,0.0021942961029708385,0.002504139207303524,0.18448114464990795
baseline,contraction,Mali,tubers,-0.000641927617834881,-0.0008086813031695783,-0.0004968123394064605,0.006133521150331944
baseline,contraction,Mali,legumes,-0.007336783222854137,-0.008314397651702166,-0.0065798230934888124,0.050885338918305933
baseline,contraction,Mali,sorghum_millet,0.003136254847049713,0.0022052377462387085,0.0046793073415756226,0.4340849369764328
baseline,contraction,Mali,teff,0.0,0.0,0.0,0.0
