country,action,pred_median,pred_lo,pred_hi,obs_share,label,abs_diff
Nigeria,8,0.0344014260917902,0.03324197977781296,0.035596299916505814,0.03431154413659039,tubers_high,8.988195519980813e-05
Nigeria,9,0.04009158909320831,0.03858542442321777,0.04141495004296303,0.040260439843548726,legumes_low,0.00016885075034041297
Nigeria,10,0.06408824771642685,0.06259648501873016,0.06605491787195206,0.064290231163782,legumes_medium,0.00020198344735515572
Nigeria,11,0.028029274195432663,0.02662120945751667,0.029278403148055077,0.02808159823875214,legumes_high,5.2324043319475905e-05
Nigeria,12,0.08431616052985191,0.08216799795627594,0.0859517753124237,0.08426821556549641,sorghum_millet_low,4.7944964355506325e-05
Nigeria,13,0.08408348262310028,0.08201265335083008,0.08602402359247208,0.08415111131929644,sorghum_millet_medium,6.762869619615641e-05
Nigeria,14,0.0840405561029911,0.08205908536911011,0.08637634664773941,0.08417453216853643,sorghum_millet_high,0.00013397606554532704
Nigeria,15,0.0,0.0,0.0,0.0,teff_low,0.0
Nigeria,16,0.0,0.0,0.0,0.0,teff_medium,0.0
Nigeria,17,0.0,0.0,0.0,0.0,teff_high,0.0
Nigeria,18,0.013976057060062885,0.013109284453094006,0.014953517355024815,0.013958826147036092,other_low,1.7230913026793082e-05
Nigeria,19,0.028712136670947075,0.02774524874985218,0.030245879665017128,0.028667119469751975,other_medium,4.501720119510014e-05
Nigeria,20,0.010284793097525835,0.009585517458617687,0.011048252694308758,0.01028175281635712,other_high,3.04028116871434e-06
Nigeria,21,0.01517358236014843,0.014164507389068604,0.016060637310147285,0.015153289458275756,rice_low,2.0292901872673644e-05
Nigeria,22,0.015240678563714027,0.014277082867920399,0.016093140468001366,0.01517671030751575,rice_medium,6.396825619827719e-05
Nigeria,23,0.015203151386231184,0.014215279370546341,0.016005445271730423,0.015129868609035764,rice_high,7.328277719542003e-05
Nigeria,24,0.0,0.0,0.0,0.0,wheat_barley_low,0.0
Nigeria,25,0.00016407448129029945,7.964365795487538e-05,0.0002618728904053569,0.00016394594467995408,wheat_barley_medium,1.285366103453609e-07
Nigeria,26,0.0,0.0,0.0,0.0,wheat_barley_high,0.0
Tanzania,0,0.09644030779600143,0.09290200471878052,0.10071355849504471,0.09692770662747568,maize_low,0.00048739883147425056
Tanzania,1,0.09681288152933121,0.0929793193936348,0.10021881014108658,0.09671775491636923,maize_medium,9.512661296197378e-05
Tanzania,2,0.09693644940853119,0.09310924261808395,0.10099867731332779,0.09685772272377353,maize_high,7.872668475765454e-05
Tanzania,3,0.02493408415466547,0.022846801206469536,0.02651672251522541,0.024914269717964867,tree_crops_low,1.9814436700602706e-05
Tanzania,4,0.026358437724411488,0.024490417912602425,0.028370387852191925,0.026383931695709986,tree_crops_medium,2.5493971298497925e-05
Tanzania,5,0.001705577946268022,0.001169239985756576,0.0022698144894093275,0.001679613688851564,tree_crops_high,2.5964257416458006e-05
Tanzania,6,0.04913630336523056,0.046517085283994675,0.05205094814300537,0.049408636013716846,tubers_low,0.00027233264848628563
Tanzania,7,0.051404692232608795,0.04872734099626541,0.053588852286338806,0.051368185317377,tubers_medium,3.650691523179178e-05
Tanzania,8,0.0032562249107286334,0.0024840140249580145,0.003990708384662867,0.003219259570298831,tubers_high,3.696534042980232e-05
Tanzania,9,0.041939470916986465,0.03987666219472885,0.04474969953298569,0.041990342221289105,legumes_low,5.0871304302639586e-05
Tanzania,10,0.04768058471381664,0.04459865763783455,0.050239864736795425,0.04772902232486528,legumes_medium,4.843761104864064e-05
Tanzania,11,0.0027035659877583385,0.001982961781322956,0.0033716605976223946,0.0027293722443837917,legumes_high,2.5806256625453272e-05
Tanzania,12,0.0084914262406528,0.00749382795765996,0.009612224996089935,0.008538036251662117,sorghum_millet_low,4.661001100931747e-05
Tanzania,13,0.008437410928308964,0.007250890135765076,0.009583262726664543,0.008468052347959968,sorghum_millet_medium,3.064141965100457e-05
Tanzania,14,0.008416234981268644,0.007311884313821793,0.00966193899512291,0.008538036251662117,sorghum_millet_high,0.00012180127039347274
Tanzania,15,0.0,0.0,0.0,0.0,teff_low,0.0
Tanzania,16,0.0,0.0,0.0,0.0,teff_medium,0.0
Tanzania,17,0.0,0.0,0.0,0.0,teff_high,0.0
Tanzania,18,0.1761907935142517,0.17127947509288788,0.1811864674091339,0.1762894534257121,other_low,9.865991146038033e-05
Tanzania,19,0.187316432595253,0.18290671706199646,0.19263692200183868,0.1874168941143537,other_medium,0.000100461519100703
Tanzania,20,0.014099122025072575,0.012920215725898743,0.015421915799379349,0.01406676464413185,other_high,3.2357380940725364e-05
Tanzania,21,0.01840835250914097,0.016712132841348648,0.020538002252578735,0.018545734481069356,rice_low,0.00013738197192838739
Tanzania,22,0.01847320795059204,0.016563469544053078,0.01995720900595188,0.018475750577367205,rice_medium,2.5426267751642306e-06
Tanzania,23,0.01823318377137184,0.01681056246161461,0.020278874784708023,0.018405766673665058,rice_high,0.00017258290229321682
Tanzania,24,0.0,0.0,0.0,0.0,wheat_barley_low,0.0
Tanzania,25,0.0013386090286076069,0.0008884664857760072,0.0018483481835573912,0.0013296941703408217,wheat_barley_medium,8.914858266785173e-06
Tanzania,26,0.0,0.0,0.0,0.0,wheat_barley_high,0.0
Uganda,0,0.041496604681015015,0.04037259519100189,0.042645782232284546,0.041540133618898446,maize_low,4.352893788343165e-05
Uganda,1,0.04117942415177822,0.04017595574259758,0.042408399283885956,0.04130038679154813,maize_medium,0.00012096263976990596
Uganda,2,0.041254300624132156,0.04012090340256691,0.042505085468292236,0.041332353035194835,maize_high,7.805241106267902e-05
Uganda,3,0.17464187741279602,0.17288503050804138,0.17761185765266418,0.17479142026020522,tree_crops_low,0.00014954284740920087
Uganda,4,0.1806710660457611,0.17816820740699768,0.1826314479112625,0.18057731036025956,tree_crops_medium,9.375568550154534e-05
Uganda,5,0.003193675773218274,0.002831237157806754,0.003497729543596506,0.003180641242847553,tree_crops_high,1.3034530370721175e-05
Uganda,6,0.09047378599643707,0.08903932571411133,0.09249027818441391,0.09046446952018668,tubers_low,9.316476250395556e-06
Uganda,7,0.09144643694162369,0.08982066065073013,0.09283985197544098,0.09147140619505802,tubers_medium,2.4969253434328764e-05
Uganda,8,0.0018177246092818677,0.0015838128747418523,0.0021057503763586283,0.0018220758878624173,tubers_high,4.351278580549565e-06
Uganda,9,0.10938309133052826,0.10763158649206161,0.111396923661232,0.10948438448997859,legumes_low,0.00010129315945033024
Uganda,10,0.11237823218107224,0.11065502464771271,0.11450454592704773,0.11247322827094589,legumes_medium,9.499608987365016e-05
Uganda,11,0.0021478820126503706,0.0018283049575984478,0.002468189923092723,0.0021577214461528625,legumes_high,9.839433502491918e-06
Uganda,12,0.01632312685251236,0.015529424883425236,0.017128145322203636,0.01627081801617492,sorghum_millet_low,5.2308836337441184e-05
Uganda,13,0.01618602965027094,0.015506460331380367,0.017109688371419907,0.016254834894351564,sorghum_millet_medium,6.880524408062541e-05
Uganda,14,0.016301301307976246,0.015635846182703972,0.017098117619752884,0.016254834894351564,sorghum_millet_high,4.6466413624681596e-05
Uganda,15,0.0,0.0,0.0,0.0,teff_low,0.0
Uganda,16,0.0,0.0,0.0,0.0,teff_medium,0.0
Uganda,17,0.0,0.0,0.0,0.0,teff_high,0.0
Uganda,18,0.024397123605012894,0.023327386006712914,0.025265971198678017,0.02434229453696896,other_low,5.4829068043934365e-05
Uganda,19,0.02377597615122795,0.022968055680394173,0.024908797815442085,0.023798868394974908,other_medium,2.2892243746956698e-05
Uganda,20,0.003797092125751078,0.0034369335044175386,0.0041892691515386105,0.0037560336284883163,other_high,4.105849726276185e-05
Uganda,21,0.0029055343475192785,0.0025396766141057014,0.003273818176239729,0.0029249112936738804,rice_low,1.9376946154601917e-05
Uganda,22,0.0029285772470757365,0.0026329257525503635,0.0032423532102257013,0.002940894415497235,rice_medium,1.2317168421498506e-05
Uganda,23,0.002860845415852964,0.0025410831440240145,0.0031933796126395464,0.002860978806380462,rice_high,1.3339052749817767e-07
Uganda,24,0.0,0.0,0.0,0.0,wheat_barley_low,0.0
Uganda,25,0.0,0.0,0.0,0.0,wheat_barley_medium,0.0
Uganda,26,0.0,0.0,0.0,0.0,wheat_barley_high,0.0
