country,metric,param,S1,S1_lo,S1_hi,ST,ST_lo,ST_hi,n_ok
Malawi,switch_safety_net,theta,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_pbelow_safety_net,t,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_pbelow_safety_net,lam,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_pbelow_safety_net,f,0.4542081952095032,0.09706724435091019,0.8240650296211243,1.0326189994812012,0.8516523838043213,1.2540943622589111,128
Malawi,d_pbelow_safety_net,f_both,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_pbelow_safety_net,trigger,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_pbelow_safety_net,basis,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_pbelow_safety_net,loading,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_pbelow_safety_net,theta,-0.0062903715297579765,-0.1872643530368805,0.1949368119239807,0.37003278732299805,0.2703963816165924,0.48601850867271423,128
Malawi,d_expinc_safety_net,t,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_expinc_safety_net,lam,0.0,0.0,0.0,0.0,0.0,0.0,128
Malawi,d_expinc_safety_net,f,1.0109052658081055,0.7936871647834778,1.1886423826217651,1.008489966392517,0.8893457651138306,1.1396379470825195,128
