step,elbo
1,-728734.0625
2,-727522.8125
3,-731146.875
4,-728114.5
5,-726511.6875
6,-727056.4375
7,-727279.25
8,-727698.1875
9,-726841.8125
10,-727389.9375
11,-728756.5625
12,-729047.25
13,-727812.9375
14,-726816.625
15,-729677.75
16,-728686.0
17,-729121.75
18,-725545.5
19,-727577.3125
20,-725133.875
21,-727642.125
22,-727236.0625
23,-729528.1875
24,-729766.4375
25,-725472.4375
26,-728147.75
27,-730743.6875
28,-728793.6875
29,-728367.3125
30,-727084.875
31,-727313.125
32,-731196.5
33,-729682.75
34,-725975.375
35,-728595.1875
36,-726275.25
37,-729430.5
38,-728234.0
39,-727419.4375
40,-728469.8125
41,-728122.875
42,-728949.375
43,-729022.875
44,-726799.4375
45,-727817.6875
46,-727230.5625
47,-729883.375
48,-726330.8125
49,-728632.3125
50,-727019.25
51,-726823.5625
52,-728027.625
53,-727498.9375
54,-727711.6875
55,-728960.9375
56,-727944.4375
57,-727165.375
58,-726322.4375
59,-726956.75
60,-728222.9375
61,-732201.9375
62,-728491.375
63,-727238.375
64,-728034.5
65,-726323.625
66,-726378.9375
67,-727685.0625
68,-730545.9375
69,-726926.25
70,-727648.1875
71,-728331.25
72,-728936.1875
73,-727516.625
74,-727374.625
75,-728777.5625
76,-726898.25
77,-730614.9375
78,-728242.25
79,-727316.625
80,-727462.875
81,-728352.0
82,-729779.4375
83,-728946.8125
84,-726824.1875
85,-727623.1875
86,-729593.4375
87,-725426.6875
88,-729071.5
89,-727640.1875
90,-729615.25
91,-726662.1875
92,-730504.5625
93,-726974.125
94,-729424.6875
95,-729495.0
96,-728036.375
97,-728964.75
98,-727683.5
99,-727884.8125
100,-726365.125
101,-728365.0
102,-728452.9375
103,-727491.5625
104,-729583.8125
105,-728470.3125
106,-728041.125
107,-725362.25
108,-728126.1875
109,-726981.375
110,-727190.9375
111,-727833.625
112,-728398.75
113,-729064.0625
114,-726400.9375
115,-729019.625
116,-728236.25
117,-727673.0625
118,-729335.375
119,-725913.1875
120,-728843.9375
121,-726763.5
122,-727618.75
123,-728895.5625
124,-725903.3125
125,-728953.625
126,-727401.25
127,-727320.25
128,-726982.9375
129,-727776.0625
130,-728000.1875
131,-727016.75
132,-727982.5
133,-729548.1875
134,-728830.6875
135,-726354.3125
136,-727646.125
137,-729102.8125
138,-727849.5
139,-727969.9375
140,-728242.1875
141,-728210.5
142,-726810.1875
143,-728375.1875
144,-727910.75
145,-726443.125
146,-728028.0
147,-727325.9375
148,-727088.9375
149,-728766.3125
150,-727070.625
151,-727272.9375
152,-727790.375
153,-727107.0625
154,-727172.625
155,-727552.6875
156,-729860.625
157,-727612.3125
158,-727559.0
159,-728270.3125
160,-727302.25
161,-727629.875
162,-728855.6875
163,-726277.8125
164,-729388.0625
165,-726510.3125
166,-724072.9375
167,-727570.875
168,-728654.8125
169,-726951.0
170,-725402.5625
171,-727030.0
172,-727074.6875
173,-726694.1875
174,-725032.9375
175,-728894.4375
176,-728390.125
177,-726451.125
178,-729228.875
179,-726831.1875
180,-725712.25
181,-730295.9375
182,-727778.8125
183,-729223.125
184,-726079.125
185,-728793.25
186,-727646.8125
187,-726839.0625
188,-727145.875
189,-727224.3125
190,-726978.6875
191,-726627.0625
192,-726244.6875
193,-728045.875
194,-726802.125
195,-726770.6875
196,-726940.375
197,-728185.5
198,-727124.875
199,-726477.9375
200,-727087.25
201,-726583.125
202,-726182.75
203,-727392.1875
204,-726135.125
205,-726800.6875
206,-728899.125
207,-726437.9375
208,-728349.4375
209,-729027.125
210,-726044.4375
211,-727319.9375
212,-727555.875
213,-727532.1875
214,-726274.1875
215,-728987.5
216,-727922.3125
217,-727895.5
218,-726051.875
219,-725734.1875
220,-725404.0
221,-727865.125
222,-726308.25
223,-725928.4375
224,-726371.6875
225,-729571.625
226,-727778.1875
227,-727692.5
228,-725046.1875
229,-727120.75
230,-726303.0
231,-727846.8125
232,-728780.375
233,-726369.3125
234,-726279.6875
235,-725809.25
236,-728730.4375
237,-729237.3125
238,-727949.6875
239,-728261.5625
240,-726453.1875
241,-728817.0
242,-725836.1875
243,-728084.1875
244,-726218.0625
245,-727163.625
246,-726678.3125
247,-726816.0
248,-726003.125
249,-725921.875
250,-728616.8125
251,-728137.25
252,-724923.0625
253,-727285.25
254,-726208.3125
255,-728175.375
256,-727737.625
257,-726614.6875
258,-728998.4375
259,-726746.5
260,-727152.875
261,-727919.875
262,-726272.9375
263,-726199.3125
264,-727317.625
265,-728435.8125
266,-726569.0
267,-728135.8125
268,-727209.875
269,-727176.0
270,-727043.6875
271,-727412.9375
272,-726873.75
273,-725481.75
274,-726148.75
275,-727306.25
276,-729481.0625
277,-726151.5
278,-726523.1875
279,-726616.8125
280,-726445.8125
281,-727913.125
282,-726444.25
283,-728167.625
284,-727190.0
285,-727037.1875
286,-725025.0625
287,-725314.1875
288,-726184.375
289,-726967.6875
290,-727158.0625
291,-727180.5
292,-726377.4375
293,-726576.1875
294,-726985.6875
295,-724973.0625
296,-726328.625
297,-726248.75
298,-728216.9375
299,-726875.875
300,-728097.875
301,-727643.875
302,-727198.1875
303,-726628.9375
304,-724201.125
305,-726699.0625
306,-725461.5625
307,-727151.25
308,-725129.3125
309,-726471.875
310,-727586.5
311,-727409.3125
312,-727231.625
313,-726622.625
314,-725637.125
315,-726305.125
316,-728132.375
317,-726184.6875
318,-724935.75
319,-725087.1875
320,-724726.3125
321,-726758.125
322,-726225.75
323,-726259.25
324,-725164.8125
325,-727882.875
326,-728816.4375
327,-725659.8125
328,-726709.75
329,-726786.875
330,-726642.6875
331,-725241.5625
332,-726214.0625
333,-726144.4375
334,-726147.0
335,-725641.375
336,-726074.5
337,-725487.125
338,-725894.0625
339,-726347.0625
340,-724291.125
341,-726236.0
342,-725708.25
343,-724337.5
344,-725732.9375
345,-725277.9375
346,-725199.8125
347,-726210.25
348,-725223.8125
349,-724697.9375
350,-726042.375
351,-724583.3125
352,-726091.875
353,-726459.9375
354,-727593.4375
355,-725937.375
356,-724899.6875
357,-727045.25
358,-727560.6875
359,-724613.4375
360,-726941.875
361,-725357.5
362,-725745.625
363,-724403.625
364,-725886.25
365,-726029.5
366,-724128.8125
367,-725197.8125
368,-725612.625
369,-725588.75
370,-726468.3125
371,-725605.6875
372,-723993.875
373,-724465.1875
374,-726227.1875
375,-725905.5625
376,-726181.0625
377,-725187.8125
378,-723684.875
379,-727720.4375
380,-725034.375
381,-725575.875
382,-727695.3125
383,-725174.25
384,-724172.5625
385,-726126.1875
386,-723634.1875
387,-724681.25
388,-725830.0625
389,-726595.5625
390,-724892.875
391,-724949.8125
392,-724365.625
393,-725198.9375
394,-723671.0
395,-727027.875
396,-724382.375
397,-723167.625
398,-723206.6875
399,-725394.0
400,-724436.0
401,-726718.125
402,-726755.25
403,-725079.0
404,-724210.5625
405,-725140.1875
406,-724758.8125
407,-724100.375
408,-725374.5625
409,-724912.5
410,-727581.875
411,-724058.75
412,-723611.5
413,-725708.0625
414,-724582.25
415,-724839.4375
416,-725494.3125
417,-724584.75
418,-723716.6875
419,-723734.9375
420,-726702.375
421,-725387.25
422,-725819.9375
423,-725166.625
424,-723374.0625
425,-724637.9375
426,-726450.625
427,-725921.25
428,-724856.5
429,-724454.0625
430,-724736.125
431,-724730.6875
432,-724409.5
433,-723984.75
434,-725714.25
435,-725671.1875
436,-724781.9375
437,-723508.75
438,-724125.0625
439,-726240.5625
440,-724565.0625
441,-726090.1875
442,-724430.6875
443,-724656.375
444,-726059.375
445,-724140.9375
446,-723412.75
447,-723791.25
448,-724680.625
449,-725791.4375
450,-724490.9375
451,-725645.9375
452,-724935.375
453,-725030.125
454,-725109.0625
455,-722762.1875
456,-725508.1875
457,-723975.5625
458,-724448.375
459,-725100.75
460,-723304.0
461,-726159.0
462,-725260.25
463,-724520.4375
464,-723572.1875
465,-725578.5
466,-724533.6875
467,-724451.3125
468,-724228.6875
469,-724752.125
470,-723535.8125
471,-723175.375
472,-724166.875
473,-725388.3125
474,-724280.1875
475,-723550.75
476,-722582.375
477,-725466.5625
478,-724045.625
479,-724172.5
480,-723689.0625
481,-723973.75
482,-722927.625
483,-722623.5
484,-724605.0625
485,-723405.4375
486,-724732.4375
487,-724852.4375
488,-722764.4375
489,-724136.3125
490,-725685.5
491,-724852.875
492,-724547.375
493,-724678.0
494,-723178.8125
495,-723895.125
496,-725101.25
497,-724362.125
498,-726103.0625
