country,synergy_median,synergy_q025,synergy_q975,synergy_pct
Ethiopia,-2.750152085973305,-3.25176210983064,-2.054283585040293,-10.276603688044695
Malawi,0.0553185944352208,0.030380053889543214,0.18708976082841006,2.7276489379633384
Mali,-20.664597894085134,-21.122572655494697,-19.814142746770013,-26.685035610865114
Nigeria,-17.64172614937143,-22.161527589220185,-15.057878865327849,-26.060884264075128
Tanzania,2.9228680055862224,-8.153917145505924,4.014381058638454,12.08115715532453
Uganda,-4.886441309821393,-6.388711076460848,-3.697039293431603,-25.141200105528185
