country,insurance_median,insurance_q025,insurance_q975,safety_net_median,safety_net_q025,safety_net_q975,combined_median,combined_q025,combined_q975,policy_ratio
Ethiopia,11.99976916729224,10.722028174543652,13.127474018421784,17.491723305209504,17.31759654544352,17.821605588572556,26.767959783233582,26.02783680099168,27.62133846461071,0.6860255537953991
Malawi,1.2472222953734065,1.025526735415287,1.6388858656189573,0.7266838179719688,0.5635353966689987,1.6366390847554957,2.0319186110363088,1.6636636960277982,3.397655348121765,1.7163204471157179
Mali,51.06075589604751,50.208820828423974,51.350956612627506,47.61894345809027,44.19429262306991,49.87886180133448,77.96306674199563,74.43027491684515,80.47924127597761,1.0722782192970408
Nigeria,50.574396378285485,47.367706320318234,55.633648570177,34.78442878021218,30.71157110872322,41.101908881277886,67.65720436629816,62.77012519454768,74.56463258818745,1.453937815044867
Tanzania,6.084223347100998,2.000960324486356,22.682710427321485,15.05512235690042,12.865921483325618,28.995747121827666,24.1920454584703,18.7004642872603,42.30639884969114,0.40412978406066113
Uganda,14.933566369690912,13.52851001612747,16.608957122780666,9.325983530932735,7.554506172832836,11.840382251654775,19.353477950540732,17.404159323491545,22.074737346421355,1.601285946962994
