mu_rho_G,mu_rho_G_q025,mu_rho_G_q975,sigma_rho_G,sigma_rho_G_q025,sigma_rho_G_q975,sigma_rho_W,sigma_rho_W_q025,sigma_rho_W_q975,mu_gamma_G,mu_gamma_G_q025,mu_gamma_G_q975,sigma_gamma_G,sigma_gamma_G_q025,sigma_gamma_G_q975,sigma_gamma_W,sigma_gamma_W_q025,sigma_gamma_W_q975,log_beta,log_beta_q025,log_beta_q975,beta,beta_q025,beta_q975
-0.09338478744029999,-0.6712514758110046,0.5124608874320984,0.7035830020904541,0.4174426198005676,1.1510727405548096,2.074486255645752,1.9804813861846924,2.167252779006958,1.5294954776763916,0.17313125729560852,2.861844301223755,1.862394094467163,1.3765851259231567,2.449759006500244,0.4005999267101288,0.028207210823893547,0.8407918810844421,-2.0464017391204834,-2.2540946006774902,-1.9551225900650024,0.1363346427679062,0.1353350132703781,0.14154723286628723
