mu_gamma_G,mu_gamma_G_q025,mu_gamma_G_q975,sigma_gamma_G,sigma_gamma_G_q025,sigma_gamma_G_q975,sigma_gamma_W,sigma_gamma_W_q025,sigma_gamma_W_q975,log_beta,log_beta_q025,log_beta_q975,beta,beta_q025,beta_q975
2.49015212059021,1.0913101434707642,3.8249876499176025,1.768511414527893,1.2722506523132324,2.363997220993042,0.2232690453529358,0.017473071813583374,0.5000048875808716,-1.4555641412734985,-1.5417907238006592,-1.3730300664901733,0.23348946869373322,0.2139969915151596,0.2533380389213562
